sex,age,race,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,c_days_from_compas,c_charge_degree,is_recid,is_violent_recid,decile_score.1,v_decile_score,two_year_recid,days_custody,days_c_jail,days_r_jail
0,32,1,0,9,0,0,11,1.0,0,1,0,9,5,1,2,3,3
1,66,2,0,1,0,0,1,46.0,0,0,0,1,1,0,29,29,0
0,66,0,0,1,0,0,0,1.0,0,0,0,1,1,0,2,2,0
1,24,2,0,6,0,0,0,1.0,0,0,0,6,4,0,25,25,0
0,30,1,0,10,0,0,7,1.0,1,1,0,10,7,1,30,604,0
0,28,1,0,7,0,0,1,1.0,0,0,0,7,3,0,3,3,0
0,43,2,0,5,0,0,4,0.0,1,1,1,5,2,1,3,3,0
0,35,1,0,2,0,0,3,1.0,0,0,0,2,2,0,12,12,0
0,19,1,3,8,0,0,2,21.0,1,1,0,8,9,1,14,16,2
0,33,2,0,2,0,0,0,2.0,1,1,1,2,2,1,0,0,0
0,22,1,0,6,0,0,1,1.0,0,1,1,6,7,1,5,5,0
0,29,1,0,1,0,0,0,1.0,1,0,0,1,2,0,1,1,0
1,23,1,0,4,0,0,0,1.0,0,0,0,4,5,0,3,3,0
0,62,1,0,9,0,0,15,35.0,1,0,0,9,9,0,37,37,0
1,33,2,0,2,0,0,0,3.0,0,0,0,2,1,0,2,2,0
0,35,1,0,4,0,0,1,1.0,0,0,0,4,2,0,1,1,0
0,53,2,0,1,0,0,0,0.0,1,1,0,1,1,0,1,1,1
0,59,2,0,6,0,0,17,25.0,1,1,0,6,1,1,2,24,2
1,48,2,0,1,0,0,0,1.0,0,0,0,1,1,0,2,2,0
1,33,1,0,2,0,0,1,10.0,1,0,0,2,1,0,2,2,0
0,44,2,0,1,0,0,0,0.0,0,0,0,1,1,0,2,2,0
0,31,2,0,2,0,0,10,18.0,1,1,0,2,2,1,2,3,2
0,28,1,0,4,0,1,2,1.0,1,1,0,4,5,1,1,2,1
0,56,0,0,1,0,0,9,147.0,1,0,0,1,1,0,140,140,0
0,51,3,0,1,0,0,1,18.0,1,0,0,1,1,0,391,18,0
0,23,1,0,7,0,0,0,1.0,1,1,0,7,5,1,2,6,2
0,21,3,0,7,0,0,0,1.0,1,0,0,7,6,0,9,1,0
0,26,2,0,5,0,0,0,0.0,1,0,0,5,4,0,1,1,0
0,22,1,0,9,3,0,3,0.0,1,0,0,9,10,0,1,1,0
0,29,1,0,2,0,0,0,1.0,0,0,0,2,3,0,2,2,0
0,20,1,0,9,1,1,2,1.0,1,1,0,9,7,1,2,3,2
0,44,2,0,1,0,0,0,1.0,0,0,0,1,1,0,2,2,0
0,41,1,0,5,0,0,2,1.0,1,0,0,5,3,0,16,16,0
1,28,1,0,4,0,1,4,0.0,1,0,0,4,3,0,1,1,0
0,27,2,0,6,0,0,1,1.0,0,1,0,6,5,1,59,23,48
0,31,2,0,3,0,0,7,1.0,0,0,0,3,2,0,2,2,0
0,23,2,0,8,0,0,5,105.0,1,1,0,8,5,1,1,15,8
0,33,1,0,7,0,0,16,243.0,0,1,0,7,3,1,2,2,56
0,26,1,0,3,0,0,3,21.0,1,1,0,3,3,1,2,2,2
0,20,1,0,4,0,2,0,1.0,1,1,1,4,7,0,1,2,2
0,55,2,0,1,0,0,2,1.0,0,1,0,1,1,1,11,2,11
0,36,1,0,8,0,0,0,0.0,1,0,0,8,2,0,2,2,0
0,48,0,0,1,0,0,4,1.0,1,1,0,1,1,1,2,5,2
0,22,0,0,4,0,0,5,1.0,1,1,0,4,5,1,3,3,0
0,23,1,1,9,0,0,1,1.0,0,0,0,9,9,0,6,6,0
0,34,1,0,10,2,1,19,1.0,1,1,0,10,6,1,2,6,2
1,59,2,0,1,0,0,1,21.0,1,0,0,1,1,0,8,6,0
0,37,2,0,2,0,0,0,5.0,1,1,1,2,1,1,62,2,16
1,28,2,0,4,0,0,0,1.0,1,1,0,4,3,1,2,2,0
0,20,1,1,10,0,1,1,47.0,1,1,0,10,9,1,362,48,362
0,31,1,0,2,0,0,0,1.0,1,0,0,2,4,0,2,2,0
1,38,1,0,10,0,0,14,1.0,1,1,1,10,3,1,33,6,103
0,33,1,0,1,0,0,0,4.0,1,1,0,1,2,1,16,5,16
0,27,1,0,8,0,0,3,1.0,1,1,1,8,6,1,9,2,9
0,25,2,0,4,0,0,2,0.0,0,1,0,4,3,1,53,2,53
1,42,1,0,2,0,0,2,1.0,1,0,0,2,1,0,2,2,0
0,22,1,0,8,0,0,3,1.0,1,1,1,8,5,1,54,27,54
0,21,0,0,6,0,0,0,1.0,1,0,0,6,8,0,3,3,0
0,57,2,0,7,0,0,15,32.0,1,0,0,7,3,0,21,21,0
0,45,2,0,5,0,0,1,1.0,1,1,0,5,3,1,3,29,0
1,21,1,0,3,0,0,1,11.0,0,1,0,3,4,1,30,3,30
0,52,2,0,1,0,0,2,41.0,0,0,0,1,1,0,2,2,0
0,29,2,0,3,0,0,0,1.0,0,0,0,3,3,0,2,2,0
1,37,1,0,4,0,0,0,0.0,0,0,0,4,3,0,6,6,0
0,34,2,0,2,0,1,0,1.0,1,0,0,2,1,0,7,2,0
0,53,1,0,1,0,0,0,1.0,0,1,1,1,1,1,2,2,2
1,30,1,0,8,0,0,8,1.0,1,1,0,8,3,1,2,2,0
0,35,3,0,3,0,0,0,7.0,0,0,0,3,2,0,7,2,0
0,28,2,0,4,0,0,1,1.0,1,0,0,4,2,0,5,5,0
0,21,1,0,8,0,0,1,1.0,1,0,0,8,9,0,2,2,0
0,22,1,0,7,0,0,1,1.0,1,0,0,7,6,0,45,45,0
0,42,2,0,3,0,0,1,1.0,0,1,1,3,2,1,2,2,2
0,26,1,0,4,0,0,3,0.0,1,1,0,4,2,1,1,1,0
0,54,1,0,1,0,0,9,3940.0,0,0,0,1,1,0,2,2,0
0,39,0,0,2,0,0,1,1.0,1,1,1,2,1,1,7,2,35
0,30,1,2,9,0,0,20,0.0,1,1,0,9,5,1,249,318,22
1,26,1,0,6,0,0,1,1.0,1,1,0,6,4,1,119,29,119
0,41,1,0,1,0,0,0,0.0,0,0,0,1,1,0,2,2,0
0,23,2,1,5,0,1,5,0.0,0,1,0,5,4,1,24,55,0
0,43,2,0,2,0,0,1,1.0,1,1,1,2,1,1,45,66,144
0,22,1,0,3,0,0,0,2.0,0,1,1,3,5,1,4,2,0
0,42,3,0,5,0,0,3,100.0,0,0,0,5,3,0,0,0,0
1,27,2,0,3,0,0,6,1.0,1,1,0,3,3,1,6,2,6
1,42,1,0,3,0,0,2,1.0,0,0,0,3,1,0,36,36,0
0,25,1,0,6,0,0,8,1.0,1,1,0,6,5,1,3,30,3
0,49,1,0,2,0,0,4,1.0,0,0,0,2,1,0,37,37,0
0,26,1,1,9,0,0,7,43.0,1,1,0,9,5,1,57,40,57
0,52,2,0,1,0,0,1,1.0,1,0,0,1,1,0,26,26,0
1,60,2,0,1,0,0,2,1.0,1,0,0,1,1,0,2,2,0
1,23,1,0,6,0,0,0,1.0,0,0,0,6,6,0,2,2,0
0,30,1,0,7,0,0,2,1867.0,0,0,0,7,6,0,101,2,0
0,48,1,0,6,0,0,9,0.0,1,1,0,6,5,1,2,5,2
0,32,1,0,7,0,0,2,0.0,1,1,1,7,5,1,3,2,3
0,28,3,0,3,0,1,3,1.0,1,1,0,3,3,1,3,3,0
0,24,1,0,7,0,0,5,1.0,1,1,0,7,4,1,3,2,0
1,26,1,0,5,0,0,3,306.0,1,1,0,5,3,1,9,9,9
0,22,1,0,5,0,0,3,21.0,1,1,1,5,8,1,215,215,215
0,44,1,0,2,0,0,2,1.0,1,0,0,2,1,0,3,3,0
0,32,2,0,4,0,0,3,1.0,1,0,0,4,4,0,4,87,0
1,27,1,0,2,0,0,1,1.0,0,0,0,2,2,0,2,2,0
0,52,1,0,4,0,0,15,0.0,0,1,0,4,3,1,1,2,1
0,61,2,0,2,0,0,3,0.0,0,1,1,2,1,1,1,2,1
0,69,1,0,1,0,0,3,0.0,0,0,0,1,2,0,1,1,0
0,51,0,0,1,0,0,2,1.0,1,0,0,1,1,0,35,35,0
1,21,2,0,6,0,0,1,86.0,1,0,0,6,6,0,19,3,0
0,31,2,1,6,0,0,2,1.0,0,1,0,6,6,1,2,5,2
0,19,1,0,4,2,0,3,1.0,1,1,0,4,7,1,31,31,0
0,24,1,0,9,5,0,12,0.0,0,1,1,9,9,1,38,38,66
0,24,2,0,8,0,0,3,1.0,1,1,0,8,6,1,2,7,2
0,57,3,0,1,0,0,3,2.0,1,0,0,1,1,0,2,2,0
0,30,2,0,7,0,0,6,1.0,1,0,0,7,8,0,8,8,0
0,43,1,0,1,0,0,4,0.0,1,1,0,1,1,1,3,3,0
0,24,1,0,7,0,1,4,1.0,1,0,0,7,4,0,2,6,0
1,30,2,0,7,0,0,7,17.0,0,0,0,7,3,0,19,19,0
0,25,1,0,9,0,0,5,1.0,1,1,0,9,7,1,2,3,2
1,56,2,0,8,0,0,1,1.0,1,0,0,8,3,0,216,171,0
0,21,1,0,8,0,0,1,8.0,1,0,0,8,8,0,259,9,0
0,31,1,3,10,0,0,6,1.0,1,1,1,10,6,1,508,32,508
1,23,1,0,9,0,0,1,1.0,1,0,0,9,8,0,2,2,0
0,30,1,1,10,0,2,15,1.0,1,1,0,10,8,1,995,3,7
0,42,0,0,1,0,0,1,13.0,0,0,0,1,1,0,1,1,0
0,64,2,0,3,0,0,0,1.0,1,0,0,3,2,0,200,110,0
1,21,2,0,6,0,0,0,1.0,1,1,1,6,6,1,2,2,2
0,36,1,0,3,0,0,5,795.0,1,0,0,3,2,0,12,12,0
1,50,1,0,1,0,0,1,1.0,1,0,0,1,1,0,2,2,0
0,23,1,0,3,0,0,0,1.0,0,1,0,3,4,1,2,2,2
0,28,4,0,3,0,0,2,1.0,1,0,0,3,4,0,50,50,0
1,25,2,0,7,0,0,5,4.0,1,0,0,7,4,0,6,1,0
1,47,1,0,6,0,0,1,762.0,1,0,0,6,3,0,0,0,0
0,28,1,0,8,0,1,7,9.0,1,1,0,8,7,1,40,40,40
0,53,3,0,10,0,0,4,490.0,1,0,0,10,5,0,5,0,0
0,54,2,0,4,0,0,14,1.0,0,1,1,4,3,1,91,29,91
0,37,0,0,1,0,0,6,1.0,0,0,0,1,2,0,2,2,0
0,25,2,0,9,0,1,5,1.0,0,1,1,9,8,1,16,16,2
0,63,2,0,1,0,0,0,1.0,0,1,0,1,1,1,4,4,12
0,35,1,0,7,0,0,2,1.0,0,0,0,7,4,0,2,2,0
0,20,1,9,4,0,0,9,23.0,1,1,0,4,7,1,282,66,282
0,26,3,0,1,0,0,0,1.0,0,1,0,1,3,1,39,2,39
0,32,1,0,3,0,0,2,677.0,1,0,0,3,3,0,0,0,0
0,25,1,0,10,0,0,8,1.0,0,1,1,10,10,1,4,3,54
0,33,2,0,1,0,0,0,1.0,0,0,0,1,1,0,2,2,0
0,29,1,0,3,0,0,7,1.0,1,0,0,3,4,0,3,3,0
0,27,3,0,4,0,0,2,1.0,0,0,0,4,3,0,2,2,0
0,37,1,1,9,0,1,12,1.0,0,1,0,9,10,1,2,2,1
1,20,2,0,10,2,1,3,1.0,0,1,1,10,8,1,37,2,2
0,32,1,0,2,0,0,1,1.0,1,1,0,2,2,1,2,2,0
0,72,2,0,1,0,0,1,23.0,0,0,0,1,1,0,2,2,0
0,38,2,0,1,0,0,0,1.0,1,0,0,1,1,0,4,3,0
0,40,2,0,2,0,0,0,1.0,1,0,0,2,1,0,2,2,0
0,23,2,0,3,0,0,0,1.0,1,0,0,3,4,0,2,2,0
0,21,2,0,8,0,0,5,10.0,1,1,1,8,8,1,7,3,282
0,27,2,0,7,0,0,4,0.0,1,1,0,7,4,1,1,1,1
0,55,2,0,6,0,0,13,1.0,1,1,0,6,7,1,23,2,23
0,23,1,0,9,3,0,5,0.0,1,1,0,9,9,1,0,0,0
1,41,2,0,1,0,0,0,1.0,0,0,0,1,1,0,2,2,0
0,56,2,0,1,0,0,1,1.0,0,0,0,1,1,0,3,3,0
0,55,2,0,7,0,0,11,338.0,0,0,0,7,3,0,19,58,0
1,23,3,0,6,0,0,0,3.0,1,1,0,6,5,1,28,3,28
0,28,1,0,2,0,0,3,1.0,1,0,0,2,2,0,2,2,0
0,31,0,0,2,0,0,2,1.0,1,1,1,2,4,1,14,14,5
0,56,1,0,2,0,0,3,49.0,0,0,0,2,1,0,23,50,0
0,53,2,0,1,0,0,0,1.0,0,0,0,1,1,0,2,2,0
0,27,1,0,5,0,0,6,1.0,1,1,0,5,4,1,67,11,67
0,22,2,0,5,0,0,0,1.0,1,1,0,5,6,1,2,2,2
1,22,1,0,4,0,1,0,1.0,1,1,0,4,4,1,2,2,2
0,33,1,0,6,0,0,7,1.0,0,1,1,6,7,1,131,3,2
0,34,1,0,7,0,0,15,6.0,1,0,0,7,7,0,5,7,0
0,22,3,0,3,0,0,0,0.0,0,1,0,3,5,1,2,2,0
0,32,1,0,8,0,0,12,1.0,1,1,0,8,6,0,2,2,2
0,47,1,4,9,0,1,14,1.0,1,1,0,9,4,1,109,2,109
0,24,5,0,2,0,0,0,1.0,0,0,0,2,3,0,1,1,0
0,25,1,0,10,4,4,14,1.0,1,1,0,10,7,1,119,84,119
0,56,2,0,1,0,0,0,1.0,1,0,0,1,1,0,1,1,0
0,36,3,0,4,0,0,1,22.0,1,1,1,4,4,1,108,108,0
0,28,1,0,6,0,0,4,1.0,1,1,1,6,5,1,22,22,11
0,20,1,2,9,0,0,2,1.0,1,1,0,9,7,1,17,2,340
0,59,3,0,1,0,0,0,2.0,0,0,0,1,1,0,2,2,0
1,27,2,0,7,0,0,1,238.0,1,1,0,7,3,1,0,0,0
1,29,1,0,8,0,0,11,1.0,1,0,0,8,5,0,2,2,0
0,72,2,0,1,0,0,3,5.0,1,0,0,1,1,0,6,6,0
1,24,1,0,7,0,0,2,1.0,0,1,0,7,8,1,15,15,2
0,45,1,0,9,0,0,3,35.0,1,0,0,9,1,0,37,37,0
0,30,1,0,10,0,0,7,1.0,0,1,0,10,10,1,2,3,2
0,45,1,0,1,0,0,0,1.0,0,0,0,1,1,0,2,2,0
0,47,2,0,1,0,0,0,1.0,0,0,0,1,1,0,2,2,0
0,24,1,0,3,0,0,0,1.0,1,1,0,3,4,1,28,11,28
0,20,1,0,3,0,0,0,1.0,0,1,0,3,6,1,2,4,2
0,51,2,0,1,0,0,6,0.0,1,1,0,1,1,1,2,1,2
0,34,1,0,3,0,0,2,128.0,0,0,0,3,2,0,241,0,0
0,22,3,0,3,0,0,2,257.0,1,0,0,3,6,0,2,2,0
1,49,2,0,2,0,0,2,1.0,0,1,0,2,1,1,13,13,2
0,41,2,0,1,0,0,5,1.0,1,0,0,1,1,0,2,2,0
0,49,2,0,3,0,0,1,17.0,1,0,0,3,1,0,14,14,0
0,26,3,0,1,0,0,0,1.0,0,0,0,1,2,0,2,2,0
1,34,2,0,3,0,0,2,49.0,1,1,1,3,2,1,195,42,0
1,28,1,0,3,0,0,0,1.0,0,0,0,3,3,0,2,2,0
0,33,2,0,2,0,0,2,1.0,0,0,0,2,2,0,3,3,0
0,46,1,0,7,0,0,0,1.0,1,0,0,7,4,0,2,2,0
0,21,1,0,4,0,0,0,1.0,0,1,0,4,6,0,3,3,0
0,26,1,0,9,1,3,14,1.0,1,1,0,9,8,1,23,1,23
1,28,3,0,5,0,0,2,65.0,0,0,0,5,4,0,8,8,0
0,48,3,0,1,0,0,1,169.0,1,1,0,1,1,1,127,127,127
0,58,1,0,6,0,0,24,0.0,1,1,0,6,1,1,4,4,0
0,29,0,0,1,0,0,0,1.0,1,0,0,1,2,0,2,2,0
1,20,1,0,10,0,3,2,1.0,1,1,0,10,9,1,1,24,1
0,28,1,0,4,0,0,0,1.0,0,1,0,4,3,1,23,1,23
0,21,2,0,8,0,0,0,1.0,1,1,1,8,10,1,5,5,5
0,26,0,0,7,0,0,0,1.0,1,0,0,7,5,0,2,2,0
0,34,1,0,1,0,0,3,4.0,0,0,0,1,1,0,2,2,0
0,32,1,2,8,0,0,15,1.0,1,1,0,8,5,1,1,8,1
0,38,1,0,4,0,1,10,1.0,1,1,0,4,3,1,2,11,2
0,22,1,0,3,0,0,0,1.0,1,0,0,3,5,0,2,2,0
0,42,2,0,5,0,0,2,1.0,1,1,0,5,3,1,40,1,40
1,57,2,0,4,0,0,0,1.0,0,0,0,4,1,0,2,2,0
1,56,2,0,1,0,0,1,20.0,1,0,0,1,1,0,2,2,0
0,32,3,0,5,0,0,2,0.0,0,1,0,5,2,1,2,2,1
0,30,1,0,8,2,2,11,1.0,1,0,0,8,3,0,3,2,0
0,29,1,0,1,0,0,2,1.0,0,0,0,1,1,0,2,2,0
0,46,1,0,7,0,1,15,1.0,1,1,0,7,1,1,44,8,44
0,36,1,2,10,0,0,5,64.0,1,0,0,10,8,0,120,3,0
1,24,1,0,3,0,0,0,1.0,1,0,0,3,4,0,2,2,0
1,70,1,0,1,0,0,1,1.0,1,0,0,1,1,0,3,3,0
0,21,3,0,6,0,0,0,0.0,1,1,0,6,6,1,1,1,0
1,45,2,0,1,0,0,1,11.0,0,0,0,1,1,0,2,2,0
1,33,3,0,4,0,0,2,1.0,0,0,0,4,2,0,3,3,0
1,39,1,0,5,1,0,6,1.0,1,0,0,5,2,0,2,2,0
0,25,2,0,4,1,0,6,16.0,1,0,0,4,3,0,3,3,0
0,48,3,0,1,0,0,1,1.0,0,0,0,1,1,0,2,2,0
1,32,2,0,2,0,0,1,41.0,0,1,0,2,1,1,30,30,0
0,46,2,0,1,0,0,0,1.0,1,0,0,1,1,0,2,2,0
0,28,2,0,2,0,0,0,1.0,0,1,1,2,3,1,4,4,0
0,32,2,0,2,0,0,1,229.0,0,0,0,2,1,0,0,0,0
0,27,1,0,2,0,0,1,1.0,1,0,0,2,2,0,2,2,0
0,43,2,0,7,0,0,11,227.0,1,1,1,7,4,1,78,78,66
0,56,2,0,5,0,0,5,38.0,1,1,0,5,2,1,13,22,13
0,30,1,0,10,0,0,9,0.0,1,1,0,10,7,1,8,51,8
0,35,1,0,9,4,17,12,734.0,1,0,0,9,4,0,2528,0,0
0,29,2,0,3,0,0,1,22.0,1,0,0,3,2,0,63,2,0
0,54,1,0,1,0,0,8,1.0,1,1,0,1,1,1,14,1,14
1,20,2,0,4,0,0,0,0.0,1,0,0,4,6,0,1,1,0
0,29,1,0,1,0,0,0,1.0,1,0,0,1,2,0,2,2,0
0,28,0,0,2,0,0,3,249.0,1,0,0,2,3,0,0,0,0
0,67,5,0,1,0,0,0,1.0,0,0,0,1,1,0,2,2,0
1,46,1,0,5,0,0,1,1041.0,0,0,0,5,1,0,0,0,0
0,25,0,0,2,0,0,0,1.0,1,0,0,2,3,0,2,2,0
0,24,1,0,9,2,1,8,1.0,1,1,1,9,9,1,82,2,18
0,29,0,0,6,0,0,3,1.0,1,0,0,6,2,0,179,179,0
0,45,1,0,6,0,0,2,345.0,0,0,0,6,2,0,30,30,0
0,31,1,0,5,0,0,5,1.0,1,1,0,5,2,1,4,12,0
0,23,2,0,3,0,0,0,1.0,1,1,0,3,4,1,37,9,37
0,21,1,0,8,0,0,0,1.0,1,1,0,8,9,1,19,10,20
0,61,2,0,1,0,0,0,1.0,0,0,0,1,1,0,2,2,0
1,51,2,0,7,0,0,5,1.0,0,1,0,7,1,1,79,22,79
0,32,0,0,1,0,0,1,15.0,1,0,0,1,1,0,16,16,0
0,43,2,0,6,0,0,9,2.0,1,0,0,6,1,0,2,2,0
0,32,0,0,1,0,0,0,1.0,0,0,0,1,1,0,2,2,0
0,36,1,0,5,0,0,0,1.0,1,0,0,5,2,0,2,2,0
0,58,2,0,4,0,0,3,0.0,1,1,0,4,1,1,6,16,120
0,32,1,0,2,0,0,1,885.0,0,0,0,2,6,0,0,0,0
0,57,1,0,9,0,0,12,1.0,1,0,0,9,6,0,52,52,0
0,37,1,0,7,0,0,2,0.0,1,0,0,7,6,0,1,1,0
0,44,1,0,6,0,0,6,1.0,1,0,0,6,2,0,3,3,0
0,51,1,0,2,0,0,8,447.0,1,0,0,2,1,0,0,0,0
0,45,3,0,6,0,0,4,140.0,1,0,0,6,4,0,1881,0,0
0,28,2,0,8,0,2,9,297.0,0,0,0,8,6,0,118,118,0
0,45,1,0,7,0,0,8,0.0,1,1,1,7,4,1,1379,2,0
0,48,0,0,1,0,0,1,1.0,1,0,0,1,1,0,3,3,0
0,26,1,0,8,1,1,13,1.0,1,1,0,8,4,1,5,1,2
0,34,2,1,6,0,0,9,1.0,1,1,0,6,5,1,2,2,0
0,25,1,0,3,0,0,0,1.0,1,0,0,3,4,0,3,3,0
0,31,1,0,7,0,0,8,1.0,0,1,0,7,4,1,2,2,2
0,43,1,0,1,0,0,1,1.0,1,0,0,1,1,0,2,2,0
0,30,1,0,1,0,0,0,0.0,0,0,0,1,1,0,1,1,0
0,50,2,0,1,0,0,0,2.0,0,0,0,1,1,0,2,2,0
1,31,1,0,2,0,0,2,1.0,1,0,0,2,2,0,6,2,0
1,33,2,0,6,0,0,7,6.0,0,0,0,6,2,0,2,2,0
0,32,1,0,5,0,0,1,1.0,1,1,1,5,5,1,38,21,38
1,46,2,0,1,0,0,0,1.0,0,1,0,1,1,1,3,3,20
0,22,3,0,6,0,0,0,1.0,1,0,0,6,7,0,16,2,0
0,37,1,0,5,0,0,8,1.0,1,1,0,5,1,1,2,2,0
1,32,2,0,6,0,0,6,1.0,1,1,0,6,2,1,21,9,21
1,23,1,0,7,0,0,2,1.0,1,1,0,7,5,1,2,2,2
0,21,2,0,5,0,0,0,1.0,1,0,0,5,7,0,1,1,0
0,22,0,0,9,0,0,1,287.0,1,0,0,9,8,0,0,0,0
0,52,0,0,1,0,0,2,1.0,1,0,0,1,1,0,8,2,0
0,49,2,0,2,0,0,2,1.0,0,0,0,2,1,0,2,2,0
0,55,2,0,7,0,0,3,1.0,1,1,0,7,2,1,37,37,142
0,22,1,0,2,0,0,0,1.0,1,0,0,2,4,0,2,2,0
0,45,3,0,1,0,0,0,1.0,1,0,0,1,1,0,14,14,0
1,31,1,0,5,0,0,7,1.0,1,1,0,5,2,1,2,2,2
0,22,2,0,2,0,1,0,1.0,0,1,0,2,4,1,3,2,3
0,28,1,0,6,0,0,5,1.0,0,0,0,6,2,0,2,2,0
0,21,1,0,5,0,0,1,1.0,1,1,1,5,8,1,12,12,34
0,37,3,0,3,0,1,2,1.0,0,0,0,3,3,0,2,2,0
0,30,1,0,7,2,0,21,1.0,1,1,0,7,3,1,1,2,1
0,22,1,0,10,0,1,13,1.0,1,1,0,10,9,1,240,2,0
0,35,1,0,9,1,0,23,1.0,1,1,0,9,6,1,58,2,58
0,28,1,2,10,1,0,11,1.0,1,0,0,10,5,0,27,27,0
0,24,1,0,3,0,0,1,1.0,1,0,0,3,6,0,2,2,0
0,44,1,0,3,0,0,9,132.0,1,0,0,3,1,0,67,67,0
0,25,3,0,8,0,4,5,1223.0,1,0,0,8,7,0,0,0,0
0,32,1,1,7,3,0,24,1.0,1,1,1,7,6,1,80,4,80
0,29,1,0,3,0,0,5,55.0,1,1,0,3,3,1,15,15,11
1,24,1,0,5,0,0,1,1.0,1,0,0,5,4,0,2,2,0
0,57,1,0,3,0,0,19,1.0,1,0,0,3,1,0,2,2,0
0,21,0,0,6,0,0,0,1.0,0,0,0,6,7,0,2,2,0
0,28,2,0,2,0,0,0,1.0,1,0,0,2,2,0,1,1,0
0,51,2,0,1,0,0,0,1.0,0,0,0,1,1,0,93,93,0
0,34,1,0,9,0,0,6,3238.0,1,1,0,9,3,1,1556,218,218
0,26,1,0,2,0,0,0,1.0,0,1,0,2,2,1,2,2,0
0,20,1,0,6,0,3,0,1.0,1,1,0,6,8,1,1,2,1
0,25,1,0,7,1,0,6,0.0,0,0,0,7,5,0,34,34,0
0,19,2,0,6,0,0,0,1.0,0,1,1,6,9,1,6,4,6
0,49,2,0,1,0,0,1,1.0,1,1,0,1,1,1,157,22,157
0,57,1,0,10,0,0,27,9.0,0,0,0,10,9,0,10,10,0
1,27,1,0,2,0,0,0,0.0,0,0,0,2,3,0,2,2,0
0,66,2,0,1,0,0,1,1.0,0,0,0,1,1,0,20,20,0
1,25,1,0,7,0,0,4,46.0,0,1,1,7,3,1,61,17,0
0,21,2,0,3,0,0,0,0.0,1,0,0,3,6,0,1,1,0
0,45,2,0,2,0,0,1,1.0,1,0,0,2,1,0,1,1,0
0,38,1,0,6,0,0,6,205.0,1,1,1,6,7,1,4,204,10
0,37,1,2,8,3,0,24,1.0,1,0,0,8,4,0,21,21,0
0,44,2,0,9,0,0,13,1.0,1,1,0,9,8,1,2,18,2
0,64,1,0,4,0,0,0,1.0,1,0,0,4,1,0,5,5,0
0,30,1,0,6,0,0,1,1.0,1,1,1,6,4,1,1,2,1
0,61,1,0,1,0,0,1,1.0,0,0,0,1,1,0,3,3,0
0,33,2,0,3,0,0,0,1.0,1,0,0,3,3,0,0,0,0
1,49,2,0,2,0,0,8,10.0,1,0,0,2,1,0,10,10,0
0,23,1,0,7,0,0,0,1.0,1,0,0,7,5,0,2,2,0
0,33,1,0,8,0,0,14,79.0,1,0,0,8,5,0,69,69,0
0,21,2,0,9,0,0,0,2.0,1,1,1,9,6,1,24,2,24
1,30,2,0,10,0,0,2,0.0,1,1,0,10,4,1,143,44,143
0,26,3,0,4,0,1,7,1.0,0,0,0,4,4,0,3,3,0
0,35,0,0,1,0,0,3,1.0,0,1,0,1,2,1,6,2,17
0,27,1,0,9,0,1,2,1.0,0,1,0,9,4,0,23,2,0
0,38,2,0,6,0,0,1,1.0,0,0,0,6,3,0,16,16,0
0,48,1,0,9,0,0,14,298.0,1,1,0,9,3,1,143,143,71
0,26,2,0,2,0,0,0,1.0,0,0,0,2,3,0,2,2,0
0,24,1,0,8,1,0,4,27.0,1,1,0,8,5,1,2,28,2
1,28,1,0,5,0,0,2,0.0,1,1,0,5,3,1,2,2,0
1,44,2,0,6,0,0,4,0.0,1,1,0,6,2,1,48,6,48
0,23,2,0,7,0,1,2,0.0,1,1,0,7,6,0,14,14,0
1,34,2,0,6,0,0,1,1.0,1,1,0,6,2,1,44,14,44
0,20,2,0,5,1,0,1,1.0,1,1,0,5,7,1,18,2,18
0,63,0,0,4,0,0,23,1.0,1,1,0,4,2,1,57,3,6
1,36,1,0,1,0,0,0,0.0,0,0,0,1,1,0,1,1,0
0,58,2,0,1,0,0,1,1.0,1,0,0,1,1,0,1428,81,0
0,25,1,0,7,0,0,7,520.0,1,1,0,7,7,1,1,1,1
0,46,2,0,3,0,0,5,240.0,0,0,0,3,2,0,1,1,0
1,35,2,0,3,0,0,4,30.0,1,0,0,3,4,0,24,15,0
0,23,1,0,7,0,0,3,1.0,1,0,0,7,5,0,2,2,0
0,40,2,0,1,0,0,1,21.0,1,0,0,1,1,0,22,22,0
0,31,3,0,3,0,0,3,1.0,1,0,0,3,3,0,2,2,0
1,34,3,0,4,0,0,5,1.0,1,0,0,4,2,0,2,2,0
0,23,1,0,6,0,0,3,1.0,0,1,0,6,4,1,2,14,2
0,27,2,0,3,0,0,0,5.0,0,1,0,3,2,1,5,5,0
1,26,1,0,5,0,0,3,27.0,1,0,0,5,3,0,28,28,0
0,49,1,0,1,0,0,1,0.0,1,0,0,1,1,0,26,26,0
1,47,3,0,1,0,0,0,0.0,0,0,0,1,1,0,2,2,0
1,45,4,0,2,0,0,1,147.0,0,0,0,2,1,0,0,0,0
0,47,1,0,2,0,0,6,0.0,1,0,0,2,1,0,6,6,0
0,34,1,0,6,0,0,7,1.0,1,1,0,6,2,1,1,1,1
0,45,3,0,8,0,0,1,37.0,0,0,0,8,4,0,7,7,0
0,27,1,0,9,0,0,10,1.0,1,0,0,9,8,0,9,9,0
1,52,2,0,1,0,0,0,1.0,0,0,0,1,1,0,1,1,0
